,Professional,Country,DeveloperType,HaveWorkedLanguage,WantWorkLanguage
13143,Student,Germany,General,Python; Swift; TypeScript,C; Python; R; Swift; TypeScript
13171,Student,Brazil,General,Python,C++; Python
13178,Student,Germany,General,C; C++; C#; Java; PHP; Python; SQL,C++; Java; Python; SQL
13205,Student,United States,General,C; C++; C#; Java; Lua; Python,C#; Java
13206,Student,Lithuania,General,C#,Assembly; C; C++; C#; Objective-C
13226,Student,Slovak Republic,General,Assembly; C; Haskell; Java; PHP,Java
13248,Student,United States,General,C#,Ruby
13253,Student,United States,General,CoffeeScript; Groovy; Haskell; Java; JavaScript; Python; Scala,C#; Clojure; Python; Scala
13278,Student,Czech Republic,General,Assembly; C; C++; C#; Java; JavaScript; PHP; Python; SQL,C; C++; C#; Java; JavaScript; SQL
13292,Student,Germany,General,C#; JavaScript; SQL,C#; F#; Go; R; SQL
13382,Student,Dominican Republic,General,C#; Java; Python,C#; Java; JavaScript; Objective-C; Python; Ruby; SQL; Swift
13392,Student,Hong Kong,General,JavaScript; PHP; SQL,C; C++; Objective-C; Python; R; Ruby; SQL; Swift
13397,Student,United States,General,JavaScript; Ruby; SQL; Swift,C; Java; Python; Ruby; SQL; Swift
13413,Student,Canada,General,Common Lisp; Java; JavaScript; PHP; SQL,C++; Common Lisp; JavaScript; Python; Swift
13425,Student,Brazil,General,C; Java,C++; Scala
13427,Student,United States,General,Assembly; C; C++; C#; Java; JavaScript; Python; Ruby; SQL; TypeScript,C++; C#; Go; JavaScript; Lua; Ruby; Rust; SQL; Swift; TypeScript
13472,Student,United States,General,JavaScript; Python,Clojure; JavaScript; Python; Scala
13479,Student,United States,General,C; C#; Python,C; C++; C#; JavaScript; Python
13491,Student,Dominican Republic,General,C; C++; C#; Python; SQL; Swift,C++; C#; Groovy; Java; JavaScript; PHP; Python; Ruby; SQL; Swift
13493,Student,Malaysia,General,Assembly; C++; C#; JavaScript; SQL; Visual Basic 6,C++; JavaScript; SQL; Visual Basic 6
13495,Student,India,General,C++; SQL,Java
13502,Student,Romania,General,JavaScript,JavaScript; PHP; TypeScript
13506,Student,India,General,C; C++; Python,PHP; Python; R; Ruby; Swift
13516,Student,India,General,C; C++; Java; Python,C; Python
13557,Student,Malaysia,General,C; Java; JavaScript; Perl; SQL; TypeScript,Scala; Swift
13562,Student,Netherlands,General,Python,Java; Python
13565,Student,United States,General,Java; JavaScript; PHP; Python; SQL,Java; JavaScript; Python
13577,Student,France,General,Java; JavaScript; PHP,C; CoffeeScript; Java; JavaScript; PHP; Ruby; SQL
13600,Student,India,General,Python; SQL,C; JavaScript; Python; SQL
13601,Student,China,General,Java; Python,Java
13605,Student,India,General,C; C++; Python,Common Lisp; Matlab; Perl; PHP; Ruby; Scala; SQL
13610,Student,Switzerland,General,Assembly; C++; C#; Java; JavaScript; PHP; SQL,C++; F#; Java; JavaScript; SQL
13619,Student,Poland,General,Assembly; C++; C#; Java; SQL; VBA,Java; SQL
13640,Student,Germany,General,Assembly; C; C++; C#; JavaScript; PHP; Python; R; SQL,C; C++; JavaScript; Python; R; SQL; Swift
13655,Student,Azerbaidjan,General,PHP,C; C++; C#; Hack; Java; JavaScript; Python; SQL
13687,Student,India,General,C; C++; Java; Visual Basic 6,C; C#; Java; Visual Basic 6
13742,Student,India,General,JavaScript; PHP; SQL,Java; JavaScript; Python; SQL
13761,Student,India,General,Assembly; C; C++,C++
13762,Student,France,General,C#; Java; PHP; SQL,Assembly; C; C++; C#; Java; SQL
13805,Student,India,General,Assembly; C; PHP; SQL,C; Java; PHP; Python; SQL
13839,Student,India,General,C; C++; JavaScript; Python; SQL,C; C++; Go; JavaScript; Objective-C; Python; SQL
13847,Student,Sweden,General,C#; JavaScript; PHP; SQL,C#; JavaScript; SQL; TypeScript
13848,Student,Netherlands,General,C#; JavaScript; PHP,C++; C#; Python
13880,Student,Germany,General,C#; Java; Python,C++; C#; Go; Java; Python
13881,Student,France,General,C#; JavaScript; VB.NET,C#; JavaScript
13917,Student,Slovak Republic,General,Java; JavaScript; Python; SQL,C#; Java; JavaScript; Python; Rust; SQL
13976,Student,Australia,General,C#; Java; JavaScript; SQL,Assembly; C++; Java; PHP
14016,Student,United States,General,Lua,C++; Lua; Python
14027,Student,Germany,General,Matlab; Perl; Python; R,C++; SQL
14039,Student,India,General,C; JavaScript; Python,C++; Java
14076,Student,Antarctica,General,Assembly; C; Go; Haskell; JavaScript,C; JavaScript
14083,Student,Iran,General,C++; Java; JavaScript; Python; R,C++; Java
14104,Student,India,General,JavaScript,Assembly; Java; JavaScript; PHP; Python; R; SQL; Swift; TypeScript
14118,Student,Germany,General,C; C++; Matlab; Swift,C; C++; Swift
14155,Student,Brazil,General,C#; Java; SQL,C++; C#; Java; Python; Swift
14198,Student,Pakistan,General,C; C++; C#; Java; JavaScript; PHP; Python,Go; Java; JavaScript; Python
14275,Student,Greece,General,C; Java,C; Ruby
14281,Student,United States,General,Java,C++; Java
14312,Student,United States,General,Python,C++; Matlab; R
14332,Student,Kazakhstan,General,Assembly; C++; JavaScript; PHP; Python; SQL,C#; Hack; Java
14334,Student,India,General,C; C++; C#; JavaScript,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Java; JavaScript; Julia; Lua; Matlab; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6
14342,Student,Germany,General,C++; Java; Objective-C,C++; Python; Swift
14354,Student,Germany,General,C++; Haskell; Swift,C++; Haskell
14411,Student,Netherlands,General,Java; JavaScript; Matlab; Python; R; SQL; Visual Basic 6,C++; C#; Java; JavaScript; Matlab; R
14412,Student,Italy,General,Python,Assembly; Python; Rust
14416,Student,United States,General,C; Java; JavaScript; Python,Python; Ruby; SQL
14417,Student,United States,General,Java,C++; Java; Ruby; SQL
14418,Student,Hungary,General,C; C++; Swift,C++; C#; Go; JavaScript; Objective-C; Python; Ruby; Swift
14419,Student,Egypt,General,Java; Python; SQL; VB.NET,C++; C#; Java; JavaScript; Objective-C; Perl; PHP; Python; Ruby; SQL; Swift
14425,Student,United States,General,JavaScript,CoffeeScript; Haskell; JavaScript; PHP; Python; SQL
14429,Student,Norway,General,JavaScript; PHP; Swift,C++; Dart; Go; JavaScript; PHP; Python; Ruby; Rust; Swift; TypeScript
14431,Student,Germany,General,C; Python; R,C++; Python
14457,Student,Pakistan,General,C; C++; JavaScript; Matlab,C++; C#; Java; JavaScript; Matlab; PHP; Python
14464,Student,Italy,General,C; C++,C#; Go; Python; Swift
14506,Student,Canada,General,JavaScript; PHP; SQL,JavaScript; PHP; Python; Ruby; SQL
14584,Student,Germany,General,C; C++; Haskell; Java,Assembly; C++; Java
14587,Student,Switzerland,General,Java; Python; Ruby; SQL,Go; Java; Python; Rust
14589,Student,Iran,General,JavaScript; PHP; TypeScript,Go; JavaScript; Python; TypeScript
14601,Student,Pakistan,General,C#,Java; Python
14605,Student,United States,General,JavaScript; Ruby; SQL,JavaScript; SQL
14615,Student,United States,General,C; JavaScript; PHP; Python; SQL,C; Java; JavaScript; PHP; SQL
14639,Student,Netherlands,General,C++; Java; PHP; Python,Assembly; C; Python
14649,Student,United States,General,CoffeeScript; Groovy; Java; JavaScript; Python; SQL,Scala; Swift
14652,Student,United States,General,Swift,Python; Ruby; Swift
14672,Student,New Zealand,General,C#; Java; JavaScript; Python; SQL; VB.NET,C#; Java; JavaScript; Python; SQL
14686,Student,France,General,C; Java; Python; SQL,Java; JavaScript; Python; Swift
14712,Student,Poland,General,C; C++; Java; SQL,C#; Haskell; Java; Objective-C
14718,Student,Poland,General,C; C++; Haskell; JavaScript,C++; Clojure; Haskell; JavaScript; Python
14719,Student,Brazil,General,C; Java; JavaScript; PHP; SQL; TypeScript,C; Java; JavaScript
14779,Student,Poland,General,Java; Python,Ruby
14786,Student,Canada,General,Clojure; JavaScript; TypeScript,Clojure
14806,Student,Germany,General,C; C++; C#; Java; Matlab,C++
14819,Student,France,General,C#; Java; JavaScript; PHP; Python; SQL,Go; Java; Matlab; Swift
14831,Student,United States,General,C#; Java; JavaScript,C#; Java; JavaScript; Julia
14835,Student,Mexico,General,JavaScript; PHP; SQL,Java; JavaScript; PHP; Python; Ruby; SQL
14847,Student,Slovak Republic,General,C; C++; Java; PHP; Python; Ruby; SQL; Swift,JavaScript
14856,Student,United States,General,SQL; Visual Basic 6,Ruby; SQL
14878,Student,Poland,General,C++; Java; JavaScript; Ruby; VBA,C++; Dart; Java; Ruby; Scala
14879,Student,United Kingdom,General,C; C++; C#; Java; Lua; Python,Assembly; C; C++; C#; Lua; Python; SQL
14911,Student,Sweden,General,Assembly; C; Elixir; Erlang; Java; JavaScript; Matlab; PHP; R; SQL,C++; Objective-C; Ruby; Rust; Swift
14930,Student,Germany,General,C#; Java; JavaScript; PHP; Python,Clojure; Go; Java; TypeScript
14949,Student,Canada,General,Java; Python,C; Common Lisp; Perl; Python
14958,Student,Canada,General,JavaScript; Ruby,JavaScript; Python; Ruby
14982,Student,Sweden,General,C; C++; C#; Java; JavaScript; Objective-C; PHP; SQL; Swift,C; C++
15007,Student,United States,General,C; C++,C++; Go; Haskell
15013,Student,France,General,Java; JavaScript,Java; JavaScript; Objective-C
15023,Student,Canada,General,Matlab; R,C++; Julia
15028,Student,Brazil,General,C; Python,C++; C#; Java; Python
15038,Student,United States,General,JavaScript,Java; Ruby
15050,Student,United States,General,Assembly; C; Java; JavaScript; PHP; Python; SQL,Common Lisp; Haskell; Matlab; R
15089,Student,United States,General,C; C++; Java; Python,Assembly; C; C++; C#; Java; Lua; Python
15101,Student,China,General,C++,C++; Java; Python
15107,Student,Indonesia,General,JavaScript; PHP,Python
15126,Student,United States,General,C++; VBA; Visual Basic 6,C++; C#; Java; JavaScript; PHP; Python; Ruby; SQL
15145,Student,Philippines,General,C++; C#; Java; JavaScript; PHP; SQL; Visual Basic 6,C#; JavaScript; PHP; Python; Ruby; Rust; SQL; Visual Basic 6
15149,Student,United States,General,Assembly; C; C++; JavaScript; PHP; Python; Ruby; SQL,Assembly; C; C++; CoffeeScript; Haskell; JavaScript; Python; Ruby; SQL
15165,Student,Vietnam,General,JavaScript,JavaScript; PHP; Ruby
15184,Student,India,General,C++; Java; PHP; SQL; Visual Basic 6,JavaScript; Python
15202,Student,Poland,General,C++; Groovy; Java; Python; Scala,C++; Python; Scala
15219,Student,Ecuador,General,C++; Python,Assembly; C; Haskell
15229,Student,India,General,C; JavaScript; Python,C; Java; JavaScript; PHP; Python; Ruby
15275,Student,India,General,C; C#; Java; JavaScript,Hack; Python; Ruby; Swift
15328,Student,Russian Federation,General,C; C++; Python,C++; Python
15355,Student,Australia,General,C#; Java,C++; Java; JavaScript
15417,Student,India,General,C; Java,C#; Python; Ruby
15421,Student,Netherlands,General,JavaScript; PHP; SQL,C; C#; Java; PHP
15443,Student,Philippines,General,C++; C#; Java; JavaScript; PHP; SQL; VB.NET,Objective-C; Python; VBA
15456,Student,Australia,General,JavaScript; TypeScript,JavaScript
15465,Student,Russian Federation,General,C#; Python,Python
15470,Student,India,General,Java,Java; JavaScript; Python
15473,Student,Turkey,General,R; SQL,Python; R; SQL
15489,Student,Netherlands,General,C++; C#; Java; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,C#; Java; JavaScript; PHP; Python; SQL; VB.NET; VBA; Visual Basic 6
15496,Student,United Kingdom,General,Java,C++; C#; SQL
15501,Student,Germany,General,C; C++; Haskell; Java; JavaScript; Lua; PHP; Python; R; Ruby; SQL; TypeScript,C#; Java; Python; SQL
15510,Student,Switzerland,General,PHP; SQL,C; C++; JavaScript; Lua; PHP; Python; SQL
15549,Student,Slovenia,General,Java; Python,C#; Java; JavaScript; Python
15553,Student,Israel,General,R,C#; Python; R; VB.NET
15569,Student,United Kingdom,General,Java; JavaScript; SQL; VB.NET,Java; VB.NET
15572,Student,India,General,C; C++; Java; JavaScript; PHP,Java; JavaScript; Swift
15575,Student,Philippines,General,C; JavaScript; Python,C++; C#; Python
15605,Student,Germany,General,C++; Java,C++
15607,Student,Croatia,General,C#; Java; PHP; Python; R; SQL,C#; Haskell; Java; JavaScript; PHP; Python; R; SQL
15632,Student,India,General,Java,Python
15638,Student,Germany,General,JavaScript; PHP; Python; SQL,Java; PHP; Python; TypeScript
15655,Student,Macedonia,General,C#; Common Lisp; Java; JavaScript; SQL,Java; JavaScript; Python; SQL; TypeScript
15656,Student,India,General,C; C++; JavaScript; SQL,C; C++; JavaScript; Matlab; Python; SQL
15676,Student,India,General,JavaScript; Python,Assembly; C; CoffeeScript; Groovy; JavaScript; Python; TypeScript
15700,Student,China,General,C++; Matlab,C++; Python
15716,Student,France,General,Java; JavaScript; PHP; Python; Ruby; SQL; TypeScript,JavaScript; PHP; Python; SQL; TypeScript
15723,Student,India,General,C; Python,C++; Go; Groovy; Java; Ruby; Rust; Swift
15727,Student,United Kingdom,General,C#; JavaScript; Python,C++; C#; Java; JavaScript
15757,Student,Germany,General,Java; Swift,Java; JavaScript; Perl; Python; Swift
15806,Student,Ireland,General,Java; Python,Haskell; Python
15807,Student,Germany,General,Java,Java; JavaScript; TypeScript
15817,Student,United Kingdom,General,VB.NET; VBA; Visual Basic 6,C#; VB.NET
15893,Student,United States,General,Assembly; C; C++; Java; JavaScript; PHP; Python; SQL; VBA,JavaScript; PHP; Python; R; SQL
15914,Student,United Kingdom,General,Java; PHP; Scala; SQL; Swift,Java; Swift
15920,Student,Poland,General,Scala,Python; Scala
15929,Student,United Kingdom,General,Java; JavaScript; Python,Go; JavaScript; Python; Ruby; Scala
15943,Student,Germany,General,Java; JavaScript; PHP; Python; SQL,C++; CoffeeScript; Java; JavaScript; Python
15948,Student,Serbia,General,C++; C#; JavaScript; SQL,C#; SQL
15955,Student,Canada,General,C; C++,C; C++; Python
15984,Student,United States,General,Assembly; C; Haskell; JavaScript; Python,C; Erlang; Haskell
15985,Student,India,General,C#; Java; JavaScript,C++; C#; Java; Matlab; Python; Ruby
16012,Student,Turkey,General,C; Go; Java; PHP; Python,Dart; Elixir; Go; Python; Scala
16048,Student,South Korea,General,JavaScript,C#; Java; JavaScript; Swift
16060,Student,Nepal,General,C; C++; C#; JavaScript; PHP; SQL,JavaScript; PHP; Python; Ruby; SQL
16076,Student,Oman,General,Assembly; C++; Java; JavaScript; PHP; SQL,C++; Java; JavaScript; PHP; SQL
16079,Student,Hungary,General,C#; Java; SQL,C; C++; Python
16081,Student,Hungary,General,C++; C#; F#; Java; Lua; Python; R; SQL,C++; C#; Python; R
16091,Student,United Kingdom,General,C; C++; Erlang; Haskell; Java; Python; SQL,Go; Python; Scala; SQL
16093,Student,Pakistan,General,C++; C#; Java; JavaScript; Ruby; SQL,JavaScript; Ruby
16101,Student,United States,General,C++; Java; JavaScript; Lua; Python,C++; C#; JavaScript; Python
16115,Student,United States,General,JavaScript; Python; SQL,Java; JavaScript; Python; SQL
16132,Student,India,General,C,C++
16161,Student,Lithuania,General,C++; C#; JavaScript; PHP; Python,Assembly; C; C++; Erlang; Go; Lua; Python; Rust
16163,Student,Czech Republic,General,JavaScript; PHP; Swift,Java; JavaScript; Swift
16180,Student,France,General,C; JavaScript; Objective-C; Swift,C; C++; Go; Java; JavaScript; Swift
16190,Student,Romania,General,Assembly; C; C++; Java; JavaScript; PHP; Python; Scala,Java; JavaScript; Python; Scala
16192,Student,Germany,General,Assembly; C; C++; Java; JavaScript; R; SQL,Assembly; C; C++; Java; JavaScript; PHP; Python; SQL
16232,Student,United States,General,Assembly; C; JavaScript; Python,C; Java; Python; Ruby
16238,Student,Germany,General,Assembly; C; C++; Java; JavaScript; Python,Assembly; C; C++; Go; JavaScript; Python; Rust
16248,Student,Romania,General,C; C++; Objective-C,Assembly; C; C++; Objective-C
16250,Student,Romania,General,C++; Java,C++
16258,Student,India,General,C; C++; Java; SQL,Groovy; Hack; JavaScript; PHP; Python; VB.NET
16264,Student,France,General,C; Python; SQL,Assembly; C; C++; Java; Python; SQL
16294,Student,United Kingdom,General,C; C++; C#; Java; Lua; Python,CoffeeScript; Java; JavaScript; Lua; Perl; Ruby; SQL
16295,Student,Slovak Republic,General,C++; Python,C++; Go; Python
16306,Student,United Kingdom,General,Assembly; C; Java; JavaScript; Python; R; SQL,Java; JavaScript; PHP; Python; SQL
16311,Student,United Kingdom,General,C#; Java; JavaScript; Lua; PHP; Python; SQL,Assembly; C; C++; C#; Java; JavaScript; Lua; Python; Scala; SQL
16313,Student,Argentina,General,Java; SQL,C#; Java; SQL
16318,Student,United States,General,C; JavaScript,Assembly
16339,Student,Slovak Republic,General,Java,Haskell; Python
16342,Student,Iran,General,JavaScript; PHP,Java; JavaScript; PHP
16347,Student,Germany,General,C++; JavaScript; TypeScript,C++
16385,Student,United States,General,JavaScript; Matlab; Python; R; SQL,Julia; Python; R; SQL
16419,Student,Senegal,General,JavaScript; SQL,C; Matlab
16430,Student,Italy,General,C++; Java,C#; Java; Scala
16431,Student,Australia,General,Lua; Python; Swift,Lua; Python
16448,Student,United States,General,Java; Python,C; C++; JavaScript; Objective-C; Ruby; Swift
16459,Student,Germany,General,Assembly; C; Java; JavaScript; Objective-C; PHP; Python; SQL; Swift,Assembly; C; C++; Go; Haskell; Java; JavaScript; Objective-C; PHP; Python; Rust; SQL; Swift
16463,Student,United States,General,C++,C++; Python
16478,Student,Germany,General,C; C++; JavaScript; Python,Assembly; C; C++; Java; JavaScript; Python; R
16495,Student,United States,General,JavaScript; PHP; Ruby,Go; Groovy; Java; PHP; Python; Ruby; SQL
16497,Student,Nigeria,General,Java; SQL,C#; Java; SQL
16505,Student,Germany,General,C; C++; Java; R; Scala,C; C++; Java; R
16507,Student,United Kingdom,General,Assembly; C; C++; C#; Dart; Go; Java; JavaScript; Lua; Python,C; C++; Go; Python
16559,Student,Netherlands,General,C; Java; JavaScript; Matlab; PHP; Python; R; SQL,Assembly; C++; C#; Go
16582,Student,Germany,General,C; C++; Python,Assembly; C; C++; F#; Python; SQL
16585,Student,United States,General,Groovy; Java; JavaScript; PHP; Python,C++; Go; Groovy; Java; Python
16586,Student,Germany,General,C; C++; C#; Java; SQL,C; C++; SQL; Swift
16603,Student,United States,General,Assembly; C; C++; C#; Groovy; Java; JavaScript; Objective-C; PHP; Python; SQL; Swift,Groovy; Java; JavaScript; Swift
16616,Student,United States,General,JavaScript; Lua; PHP; Python; SQL,C; JavaScript; Objective-C; PHP; Python; SQL; Swift
